Id,UserId,Avatar,Author,Content,ReactionsCount,Depth,SubCommentsCount,CommentAt,,,Link postingan,https://www.instagram.com/p/DD4VIkzh5ak/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
17929518716845405,637643200,,ayuna.kurota,❤️❤️❤️❤️,0,0,0,10/30/2024 2:19 PM,,,,
18056507425888635,1913147349,,leesaaa28,❤️❤️,0,0,0,10/30/2024 2:19 PM,,,,
17926643024862104,342649967,,ohftryni,"Subhanallah teman2 baik kak pau speak up berupa dukungan, insyaallah kak pau dikelilingi dgn org2 dan hal2 baik ❤️",0,0,0,10/30/2024 2:19 PM,,,,
18026229482420599,644136597,,azianrazmi,"Sayang Allah pd paula, xdpt psangan yg mbimbing, tp dilimpahi teman2 yg baik bantu dia  istiqomah le arah kbaikan",0,0,0,10/30/2024 2:19 PM,,,,
18024522479217771,1550725929,,_aishakhi_,❤️❤️❤️,0,0,0,10/30/2024 2:19 PM,,,,
18465467254040782,6662742514,,desimk6327,❤️❤️❤️❤️,0,0,0,10/30/2024 2:19 PM,,,,
18080998225548168,1545619168,,sriyulianiii,❤️❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:19 PM,,,,
18027194795421702,41337137363,,ainul_decoration,❤️,0,0,0,10/30/2024 2:20 PM,,,,
18319775677087499,373265963,,oliviaayuputri,Cantik bgt paula masyaallah 🔥❤️,0,0,0,10/30/2024 2:20 PM,,,,
18333067897194151,2071808462,,era_dvemi,❤️❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:20 PM,,,,
17945623901896167,37041436846,,lindalinda2468,❤️❤️❤️❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:20 PM,,,,
18022110110573034,6054733062,,ernasas_24,Support Mamapauu. ❤️❤️❤️,3,0,0,10/30/2024 2:20 PM,,,,
18151283566327021,1194249848,,galeri_klengkeng,Woman support woman ❤️❤️❤️,7,0,0,10/30/2024 2:20 PM,,,,
18044620571033477,1090762705,,nilaernawati,Dari postingan ini Fix paula orang baikk,0,0,0,10/30/2024 2:20 PM,,,,
18024501815222052,2058408542,,emiliabachtiar,❤️❤️❤️,0,0,0,10/30/2024 2:20 PM,,,,
18318799138080362,3894088442,,lenieanzhanie,❤️❤️❤️,0,0,0,10/30/2024 2:20 PM,,,,
17883463368071754,1591174078,,ratnaaawulland,❤️,0,0,0,10/30/2024 2:20 PM,,,,
18092613256441097,2040886781,,mimimelagomel,❤️❤️❤️❤️,0,0,0,10/30/2024 2:20 PM,,,,
18034173638517134,2166854106,,niikenirwt,❤️❤️❤️❤️,0,0,0,10/30/2024 2:21 PM,,,,
18041523917479629,2253056500,,gadiskhelana,😢😢😢temen sedunia sesurga amiin😍❤️love2,0,0,0,10/30/2024 2:21 PM,,,,
17884201956137241,56790014860,,nii_safiitri17,❤️,0,0,0,10/30/2024 2:21 PM,,,,
18076908325571297,64664665323,,surayyaoen,Inshallah akan mendapat gantinya yg lebih baik ya mm pau ❤️🥰,0,0,0,10/30/2024 2:21 PM,,,,
18058834666681361,547177567,,hairul_sehmudin,❤️,0,0,0,10/30/2024 2:21 PM,,,,
17884590825148492,50829735239,,twilastri38,Barakallahu fiikunna ❤️❤️❤️❤️,0,0,0,10/30/2024 2:21 PM,,,,
18035695277252704,47524594433,,im.elda9911,❤️❤️❤️,0,0,0,10/30/2024 2:21 PM,,,,
17901218427066772,1975322807,,ummu.naufal78,❤️❤️❤️❤️,0,0,0,10/30/2024 2:21 PM,,,,
18020992976540417,4340389913,,ucu.andi123,❤️❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:21 PM,,,,
18070497433616568,1647947467,,alhanadinar,Paula🥹,0,0,0,10/30/2024 2:21 PM,,,,
18005095472664931,9734361810,,mamah_andira1234,"Tenang ini dunia kan, dunia memang penuh sandiwara, skenario, sutradara😂",0,0,0,10/30/2024 2:21 PM,,,,
17965783031683568,2241957044,,meisyaaletta,Kok tiba tiba aku ikut sedih ya..??😭😭 pdahal gk tau apa apa,47,0,2,10/30/2024 2:21 PM,,,,
18021377825288304,1805428578,,nurhasanah_sinaga,-@meisyaaletta ya kan beb aku pun kok sedih liat dia 😢,3,1,0,10/30/2024 6:07 PM,,,,
18074112883582473,2241957044,,meisyaaletta,-@nurhasanah_sinaga 😢😢😢,0,1,0,10/31/2024 11:28 AM,,,,
17883756807114264,26339883857,,shereen_s.a,❤️❤️❤️,0,0,0,10/30/2024 2:21 PM,,,,
18057360454849428,2894288086,,ayuapriliyakusumaa,❤️❤️❤️,0,0,0,10/30/2024 2:21 PM,,,,
18302431564204445,1717899618,,aminah.mina.abbas,😍😍😍🔥🔥🔥👌👌👌,0,0,0,10/30/2024 2:22 PM,,,,
18031626449368338,69360581971,,evynoorn,❤️❤️❤️❤️,0,0,0,10/30/2024 2:22 PM,,,,
18332008906195766,25794261384,,munchausenxx,Beruntung bgt punya bestie yg tulus krn Allah 🥹,0,0,0,10/30/2024 2:22 PM,,,,
18031664975100195,7416662192,,aqidah0183,❤❤❤,0,0,0,10/30/2024 2:22 PM,,,,
18034575203067858,2267095233,,aam_amalia17,❤️❤️❤️,0,0,0,10/30/2024 2:22 PM,,,,
18022408952254259,3087062655,,inna_wahyu_l,❤️❤️❤️,0,0,0,10/30/2024 2:22 PM,,,,
17861971566266761,1450641452,,suryani_one81,❤️❤️❤️❤️maasyaAllah,0,0,0,10/30/2024 2:22 PM,,,,
18050048047811346,223955881,,itsfidya10,🥺🥺🥺,0,0,0,10/30/2024 2:22 PM,,,,
17882436654150173,1760510626,,nengqori_96,😢,0,0,0,10/30/2024 2:22 PM,,,,
18002706815689218,5349898,,fathihani,❤️❤️❤️,0,0,0,10/30/2024 2:22 PM,,,,
18087831451501893,1631605337,,pujipriastanti,Paula❤️❤️🤗,0,0,0,10/30/2024 2:22 PM,,,,
18044341312895373,44776171910,,c.hr9_,❤️❤️❤️,0,0,0,10/30/2024 2:22 PM,,,,
18048681779063134,1497172753,,mike.rosanina,❤️❤️❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:22 PM,,,,
18056821990855904,2211857921,,risti2487,"Ini persahabatan krn Alloh... yg merangkul, menguatkn, & pemberian semangat...❤️❤️",0,0,0,10/30/2024 2:23 PM,,,,
18272707549216009,17189732467,,fathanfaaz,😍,0,0,0,10/30/2024 2:23 PM,,,,
17897904063076110,49563662665,,idarakhman,❤️❤️❤️,0,0,0,10/30/2024 2:23 PM,,,,
17864567238250325,259235073,,hafidahrakhmatina,😢😢😢😢,0,0,0,10/30/2024 2:23 PM,,,,
18035641820246364,47737211587,,niningsulikha,😍,0,0,0,10/30/2024 2:23 PM,,,,
17875124928194780,749977840,,myana_my,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:23 PM,,,,
18045726794079952,339955760,,chela_irdany,Mama pau.. 👏👏 keep strong .. Mama hebat 🔥🔥,0,0,0,10/30/2024 2:23 PM,,,,
18042002683931259,2006068687,,iimmonny,❤️❤️,0,0,0,10/30/2024 2:23 PM,,,,
17887669983108323,57664660188,,juliawati296,"Masya Allah ,cantiik smwa gini, semangat ya sodara quh",0,0,0,10/30/2024 2:23 PM,,,,
18061872682695993,9218547744,,ernypradana,"Ibu kos & duo sister yg lbh support mama Pau bngt, sehat2 kalian yg sdh sllu ada bt mama Pau 😍",0,0,0,10/30/2024 2:23 PM,,,,
18375798637106612,3144735786,,ratnasarrie_91,❤️❤️❤️,0,0,0,10/30/2024 2:23 PM,,,,
18032354645095795,9741005167,,emaslapis99,❤️,0,0,0,10/30/2024 2:23 PM,,,,
18076603828514289,6328930702,,mbuunaraihan,❤️❤️❤️,0,0,0,10/30/2024 2:23 PM,,,,
18066212908591084,2950414519,,cicinuraeni10,❤️❤️,0,0,0,10/30/2024 2:24 PM,,,,
18018788306320991,50434327028,,suke.eni,❤️❤️❤️,0,0,0,10/30/2024 2:24 PM,,,,
18043711754479062,1293931013,,nenna_ly,❤️❤️❤️,0,0,0,10/30/2024 2:24 PM,,,,
18471916024033074,4684703031,,1155annisa,❤️❤️lovee Mm Pauuu😍😍,0,0,0,10/30/2024 2:24 PM,,,,
17907608415047072,1750187215,,purnamaarkiang,MasyaaAllahtabarakallah bahagia skli punya teman sprti ini 😍,0,0,0,10/30/2024 2:24 PM,,,,
18035677325217685,47354713845,,sausanochan_,❤️❤️❤️❤️❤️,19,0,0,10/30/2024 2:24 PM,,,,
17864189742251549,456998276,,indah_prnmasarii,❤️❤️❤️,0,0,0,10/30/2024 2:24 PM,,,,
17916797441912002,32281087580,,syarifah_aulia_nuraini,Masyaallah❤️,0,0,0,10/30/2024 2:24 PM,,,,
18301315750201298,2460877231,,trisnawatiadelyafitri28,😍😍😍,0,0,0,10/30/2024 2:24 PM,,,,
18361270903113949,1416319178,,nurfajriani95,"she will be rising from the ground, like a skyscraper🔥🔥🔥",4,0,0,10/30/2024 2:24 PM,,,,
18281345593241575,1708900338,,indrasarielly,❤️❤️,0,0,0,10/30/2024 2:24 PM,,,,
18010607108438596,40245056100,,defseul94_,❤️❤️,0,0,0,10/30/2024 2:24 PM,,,,
18020818295553262,11314705445,,junilastuti,"Ikut merasakan sakit walaupun tak mengenal mama pau,, semangat  terus belajar kesabaran itu akan membuahkan kebahagiaan di masa depan,,, yakin allah gantikan yg lebih baik dan yg terbaik untuk dunia aherat mama pau Amin",0,0,0,10/30/2024 2:24 PM,,,,
18074679331526232,36853429116,,luluk_wijayantii,Peluk jauh mama pau 😍,0,0,0,10/30/2024 2:24 PM,,,,
18124412809382075,683171311,,lisadwinuraini,❤️,0,0,0,10/30/2024 2:25 PM,,,,
17850855432281642,2134894735,,mariaulfa__myu13,❤️,0,0,0,10/30/2024 2:25 PM,,,,
17901412466982990,482048474,,dina_imania,Ko sedih yah..😢😢,0,0,0,10/30/2024 2:25 PM,,,,
18061771885700264,1127534413,,nursyina,❤️❤️❤️,0,0,0,10/30/2024 2:25 PM,,,,
18051597961772599,645730206,,wiwin_purnama,😢😢😢,0,0,0,10/30/2024 2:25 PM,,,,
18064749694662444,1510074080,,aqilaturahma,"Ka Paula yanh kuat ya❤️, pasti di ganti dengan yg lebih baik",0,0,0,10/30/2024 2:25 PM,,,,
18331842838147159,4021733677,,khuzaibiyah,❤🖤🤍💚✨,0,0,0,10/30/2024 2:25 PM,,,,
18066187609658644,7821783369,,bintari.pagi,"Masyaallah sahabatnya, beruntungnya",0,0,0,10/30/2024 2:25 PM,,,,
18047847770297032,1935895701,,neng_za254,❤️😍😍😍😍😍😍😍Allahumma Baarik Lahunna ❤️❤️❤️,0,0,0,10/30/2024 2:25 PM,,,,
18005563016498412,4743212937,,uswatun1465,Di saat yang lain satu catwalk bareng anak anak nya mama Paula sendirian gak ditemani anak anak nya sabar dan semangat ya mam teman teman nya semoga saling jaga saling nguatin yaa jangan sedih ada Allah ❤️🫂,0,0,0,10/30/2024 2:25 PM,,,,
17862030654201338,5924747850,,yugiia_liie,Trimksi bnyk ka sdh jdi shbt yg bgtu baik wt ka paula ❤️,0,0,0,10/30/2024 2:26 PM,,,,
18463682596029892,1404460227,,iche_rifalys,❤️,0,0,0,10/30/2024 2:26 PM,,,,
18037421345268024,65150778195,,hannakurniatifebrian,😍😍😍😍😍,0,0,0,10/30/2024 2:26 PM,,,,
17887079757053705,16693011382,,sumriya92,❤️❤️,0,0,0,10/30/2024 2:26 PM,,,,
18033790493351288,363265228,,ria_oriordan,Love the way you support paula.,0,0,0,10/30/2024 2:26 PM,,,,
18047299394061027,1520805293,,yettindriyani,❤️❤️❤️,0,0,0,10/30/2024 2:27 PM,,,,
18048883844001489,62943818152,,danulingga2626,❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:27 PM,,,,
17986184576602048,2116574315,,ninetyonesister,"🔥🔥🔥🔥🔥 semangat, Mama Pau",0,0,0,10/30/2024 2:27 PM,,,,
18068242918563041,1917430015,,lindawidianti93,❤️😢,6,0,0,10/30/2024 2:27 PM,,,,
18031978439364023,1347855697,,arin_aryn,❤️❤️❤️,0,0,0,10/30/2024 2:27 PM,,,,
18136185190364660,1545181377,,lindamefa,😭😭😭😭,0,0,0,10/30/2024 2:27 PM,,,,
17973958250648445,37861908909,,hazemaassyifa_,Masya Allah ka pau beruntung punya sahabat begini 😢,0,0,0,10/30/2024 2:27 PM,,,,
17864651235184902,1432178499,,nintan.bags,Bestie2nya aja pro mamapau bangett semangat selalu mamapau❤️🔥,85,0,2,10/30/2024 2:27 PM,,,,
18086251774510110,3146447704,,zuwidakhusna,-@nintan.bags lagi apa donge.... 😂😂,0,1,0,10/30/2024 2:55 PM,,,,
18065435857729417,1432178499,,nintan.bags,-@zuwidakhusna lagi menyemangati sesama perempuan 😂,2,1,0,10/30/2024 2:55 PM,,,,
18061417039691733,53060509263,,atikrdewi,Semangat mama paulaaa netijen jg bersama mu 😍😍 Alloh gak tidur ❤️❤️,1,0,1,10/30/2024 2:27 PM,,,,
17856657855244761,1417234943,,putryaspupuy,-@atikrdewi team mamapau ya kak 😍,0,1,0,10/30/2024 6:47 PM,,,,
18051713821760154,6696666130,,widiisarlina,Maasyaa Allah cantiknya ❤️😍,0,0,0,10/30/2024 2:28 PM,,,,
18124249585390735,48121783238,,boboiboy_011_,"Allahuma baarik, sayang kalian banyak""🤍🤍🤍",0,0,0,10/30/2024 2:28 PM,,,,
17848240869335194,7166153039,,aluna002173,😢,0,0,0,10/30/2024 2:28 PM,,,,
18057288718846123,4652915268,,shyta6,"Masyaallah wanita2 kuat, wanita2 baik .. Solehah insyaallah 🤍🥺",0,0,0,10/30/2024 2:28 PM,,,,
17881899714161192,1541177842,,inirahayuayu_,❤️❤️❤️,0,0,0,10/30/2024 2:28 PM,,,,
18061213900747906,2233048507,,nilmalasarii,❤️❤️❤️,3,0,0,10/30/2024 2:28 PM,,,,
18049287700955275,3974669094,,putri_septiarini,❤️❤️❤️,0,0,0,10/30/2024 2:28 PM,,,,
17871402183208598,1103599819,,jajanonlinesemarang_jakarta,Jagain mamapau ya kaaa❤️,75,0,0,10/30/2024 2:28 PM,,,,
18227642284303582,1486519874,,iyul_latifah,,0,0,0,10/30/2024 2:28 PM,,,,
17874458682122166,325365696,,abdulkarim8738,Percy,0,0,0,10/30/2024 2:28 PM,,,,
17974189124684582,1827301136,,ella.rio,❤️❤️❤️❤️,0,0,0,10/30/2024 2:29 PM,,,,
18015393839356834,1471119284,,ophe.o,❤,0,0,0,10/30/2024 2:29 PM,,,,
18037882768990182,6682934247,,ifantiyani,❤️,7,0,0,10/30/2024 2:29 PM,,,,
18056733667895686,1364676529,,yati24.sr,Diam itu emas mm pau semngatt women strong🔥❤️,96,0,0,10/30/2024 2:29 PM,,,,
17856232113297148,2128001579,,nitnoooott_,Masyaa Allah...❤️❤️❤️,0,0,0,10/30/2024 2:29 PM,,,,
17991376337569006,341129139,,hanyummu,Lagunya ini pula😭,9,0,0,10/30/2024 2:29 PM,,,,
18347156086134492,3111812937,,renandadeo,Masyallah,3,0,0,10/30/2024 2:29 PM,,,,
17952005966745777,461801119,,chikabowo13,liat gini doang tanpa banyak kata aja aku nangis 😢 cuma bisa bantu doa yang terbaik buat paula dan pertemanan kalian 🙌❤️,855,0,4,10/30/2024 2:29 PM,,,,
18049116121960778,16753704861,,one.project.creative,"-@chikabowo13 aamiin, semoga semua doa yang baik Allah ijabah 🤍🤍",9,1,0,10/30/2024 5:27 PM,,,,
17880001572169762,1117071080,,vivieagustin05,"-@chikabowo13 sama kenapa sampek netes air mata, smangat untk mama pau❤️🤲",7,1,0,10/30/2024 8:40 PM,,,,
17892155010076176,270582535,,henyii,-@chikabowo13 kirain aku doang ini nahan air mata 😭,1,1,0,10/31/2024 10:39 AM,,,,
17924239754976729,461801119,,chikabowo13,-@one.project.creative 🤍🤍🤍,1,1,0,10/31/2024 10:46 AM,,,,
18074410405599279,2718985544,,uyunkholilah635,Lagunya sangat mencerminkan👏,0,0,0,10/30/2024 2:29 PM,,,,
18045757037010579,2288174733,,ola.munis,😭😭😭,2,0,0,10/30/2024 2:29 PM,,,,
17909723181041209,6926424895,,iqra_hamid097,😇😇,0,0,0,10/30/2024 2:29 PM,,,,
17886595965054682,7317775504,,risdadara,😢😢😢,0,0,0,10/30/2024 2:30 PM,,,,
18061161550695178,1686724635,,diani.kusuma,❤️❤️❤️❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:30 PM,,,,
18073324612595996,2884417959,,ristigal,😢,0,0,0,10/30/2024 2:30 PM,,,,
17920179674993415,1212317771,,sorayafachruzian,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2,0,0,10/30/2024 2:30 PM,,,,
18306786754164540,1158049738,,pujiesturahayu,Kak Paula abis ini akan melangiittt ❤️,209,0,1,10/30/2024 2:30 PM,,,,
17926264319859027,5405127841,,qalbitahirr,❤️,2,0,0,10/30/2024 2:30 PM,,,,
18032435051363022,52138370843,,istyyameliaaaaaa,😢😢😢😢,5,0,0,10/30/2024 2:30 PM,,,,
18108583540430489,43030798992,,ida_bahari75,❤️❤️,0,0,0,10/30/2024 2:30 PM,,,,
17882736048150058,2215810589,,ellyzaalviano,Positive banget circle ini MasyaAllah,1,0,0,10/30/2024 2:30 PM,,,,
18124542160383454,6079470471,,aisyah_marifatun,Kok ikut sedih🥺😥😥,0,0,0,10/30/2024 2:30 PM,,,,
18039102074471316,2102702420,,anja_nashihin,❤️❤️❤️,0,0,0,10/30/2024 2:30 PM,,,,
17855603478298666,8683586831,,lilis.supriatin007,❤️❤️❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:30 PM,,,,
18287924785211238,66181759229,,ssaraahhh321,Smangattt mama pau ❤️❤️,0,0,0,10/30/2024 2:30 PM,,,,
17894716929016808,2007095663,,restyaprayogo,❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:30 PM,,,,
17888562339102579,8704113609,,nisnisalovarians17,"Kita harusnya menjadi penengah dan saling support, entah yang mana sahabat sebenarnya si istri ataupun suami.",0,0,0,10/30/2024 2:31 PM,,,,
17945488736872414,42335261303,,zetik_zukiyakii,❤️❤️❤️,0,0,0,10/30/2024 2:31 PM,,,,
18053718259928577,2412654907,,hevymetalia,❤️😍,0,0,0,10/30/2024 2:31 PM,,,,
18472574962058260,3579093321,,nunanisa_,Klo temen udh sampe publish seberapa sayang cinta dan bangga sama temennya berarti udh kesel banget sama yg bikin sedih temennya itu ❤️❤️❤️,4101,0,16,10/30/2024 2:31 PM,,,,
18009859646462813,1209587790,,de_a5y,-@nunanisa_ sepemikiran 🙌,32,1,0,10/30/2024 5:35 PM,,,,
18020239829538067,4605925546,,aqila_5518,-@nunanisa_ setuju,6,1,0,10/30/2024 5:57 PM,,,,
18056385349881408,2964156502,,hennyqila_87,-@nunanisa_ betuull,1,1,0,10/30/2024 7:00 PM,,,,
18076227715575655,2089698011,,yossi_virgo,-@nunanisa_ setuju,1,1,0,10/30/2024 7:09 PM,,,,
18043264760116390,3441556804,,ekanoviiaa,-@nunanisa_  hahah iyaaa laagiii bener,2,1,0,10/30/2024 9:04 PM,,,,
18067922128570486,795463916,,vikatrisa,-@nunanisa_ betulll,1,1,0,10/31/2024 10:22 AM,,,,
18004664489659619,1159853092,,yulia_wdy02,-@nunanisa_ bener,0,1,0,10/31/2024 8:47 PM,,,,
18009376262465828,1015334357,,fatimahhsiregar,❤️,0,0,0,10/30/2024 2:31 PM,,,,
18056403172716435,568989600,,silasadjali_____,slide 5 😍❤️❤️❤️,0,0,0,10/30/2024 2:31 PM,,,,
18421865713078160,9695167161,,triratna7,"Orang sabar, disayang Allah swt",0,0,0,10/30/2024 2:31 PM,,,,
18358834687190347,892061420,,cnulvie,❤️❤️❤️,0,0,0,10/30/2024 2:31 PM,,,,
18056435758870178,2254701973,,cholifahazizsuntana,😍😍😍😍😍,11,0,0,10/30/2024 2:31 PM,,,,
17990953628711834,3585392341,,disekarayu,❤️❤️,0,0,0,10/30/2024 2:31 PM,,,,
17886039135111176,2280300144,,eriya.sutandi79,Alloh tdk tidur semoga mba paula sabar dan kuat ya Insya Alloh akan ada hikmahnya dpt yg lbh baik kyk.mba maia,0,0,0,10/30/2024 2:31 PM,,,,
17898335745085321,3273646364,,anggun_aprisandi,❤️❤️❤️❤️,0,0,0,10/30/2024 2:31 PM,,,,
18052669759904226,249053706,,augustmayasari,❤️❤️❤️,0,0,0,10/30/2024 2:32 PM,,,,
18247847422280403,1969899751,,caeca17,❤️❤️❤️,0,0,0,10/30/2024 2:32 PM,,,,
18044276861040599,11585691000,,faathimah98,❤️❤️ peluk jauh mama pauu,3,0,0,10/30/2024 2:32 PM,,,,
17871141063213498,402823458,,nurulmukhlishah,❤️❤️❤️,0,0,0,10/30/2024 2:32 PM,,,,
18041411390144113,5153478933,,ichinosa29,❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:32 PM,,,,
18060580135760566,5735111768,,hannatasya27,😢😢,0,0,0,10/30/2024 2:32 PM,,,,
18026571434435126,3046234804,,tammyrafipratama,MasyaAllah tabarakallah saling mendukung dalam kebaikan🔥🔥🔥🔥❤️,0,0,0,10/30/2024 2:32 PM,,,,
18345829606132438,3158894089,,heny.erna,Sahabat dalam suka dan duka ❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:32 PM,,,,
18040287430952347,47531527397,,dwi.anggrini,Semangat mbk Paula.. Salah pilih laki itu emang nyata..,0,0,0,10/30/2024 2:32 PM,,,,
17873762373196227,23144440581,,nuryadinasyifa,❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:33 PM,,,,
17950139444852494,6301292786,,fitrya.nie83,❤️❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:33 PM,,,,
18034828496518411,5573359470,,novitalisa90,😍😍😍😢,0,0,0,10/30/2024 2:33 PM,,,,
18071264332719643,3222454203,,tien_shaffa,❤️❤️,0,0,0,10/30/2024 2:33 PM,,,,
18000113885690089,3019002881,,adelle06,❤️❤️❤️❤️,0,0,0,10/30/2024 2:33 PM,,,,
17884066845116551,8022467877,,uminya_ayen,Definisi sahabat sejati sehati❤️❤️,0,0,0,10/30/2024 2:33 PM,,,,
18318292189086320,310745265,,bollaoll16,"Dulu aa raffi a irwan sama si comel katanya bandel, tapi yg 2 setelah menikah makin baik makin soleh nah yg satu lagi makin kesana kesini gimana itu yak 😂",63,0,0,10/30/2024 2:33 PM,,,,
18259434376301697,1377483689,,setyaningsihanik,❤️❤️❤️❤️❤️,0,0,0,10/30/2024 2:33 PM,,,,
18160566643319116,1067717795,,mufidah01__,Cantik❤️,0,0,0,10/30/2024 2:34 PM,,,,
17988364754726346,3593197000,,megayenipurba,Semoga dikuatkan dalam jasmani dan rohani kak. Karena sekarang jadi makin hebat krdepannya❤️,2,0,0,10/30/2024 2:34 PM,,,,
18085538125515579,6331528005,,jastip_ontyeka,❤️❤️❤️,5,0,0,10/30/2024 2:34 PM,,,,
18053990434918055,3973427584,,indah_pratama96,❤️,3,0,0,10/30/2024 2:34 PM,,,,
18058162057829588,205855773,,ithaaz,❤️,0,0,0,10/30/2024 2:34 PM,,,,
18108464452429821,1623931452,,rooserosita,Peluk jauh untuk mama paula,0,0,0,10/30/2024 2:34 PM,,,,
18043625639034526,46995714647,,supriyanti249,Mama pau harus bahagia 😍❤️,0,0,0,10/30/2024 2:34 PM,,,,
17876805660180573,6108151850,,ummu_syalwa,Berharap jodoh kak paula orang turki atau arab yg agamanya MaasyaAllah .kunfayakun,1,0,0,10/30/2024 2:35 PM,,,,
18018533204543283,17863954,,madamtaste,Banyak yg sayang paula,0,0,0,10/30/2024 2:35 PM,,,,
17972351933653098,51024901878,,g3lb1an4.03,MasyaAllah🤲🤲persahabatan yg sesungguhny🔥,0,0,0,10/30/2024 2:35 PM,,,,
17965338287685808,1611024957,,etichairunnisa15,"Pertemanan nya aja org² baik,,, udh pasti mama pau baik... gak kayak yang onoh!",0,0,0,10/30/2024 2:35 PM,,,,
18287983336224702,1667908503,,siskaoktaviiaa19,❤️,0,0,0,10/30/2024 2:35 PM,,,,
18104174128450843,49682036371,,nelwar2021,Insyaallah akan indah pada waktunya.,0,0,0,10/30/2024 2:35 PM,,,,
18024184634221902,2895533105,,erlin9144,"Yaa sbg teman baik walaupn salah ttp d rangkul,mudah2n mbk Paula bs baik seperti Zaskia dll ,dan menjadi contoh bagaimana cara mendidik dan merawat anak",0,0,0,10/30/2024 2:36 PM,,,,
18052263229937972,34604844064,,list.iaindrayani,Masya allah gk kenal tapi nyesek liat mama paula kek gini.,0,0,0,10/30/2024 2:36 PM,,,,
17996004323701399,3038082206,,noviarini2892,Best support system❤️,0,0,0,10/30/2024 2:36 PM,,,,
17951502611747825,312566496,,riskasariyanti,Sedihnya ko sampe sini ya 😢,0,0,0,10/30/2024 2:36 PM,,,,
"1,79286E+16",1830940455,,miayuliantiaa,🤍✨️,0,0,0,10/30/2024 2:36 PM,,,,
18005441540499551,3154078127,,hudzaifahmuthmainnah,❤️❤️,0,0,0,10/30/2024 2:36 PM,,,,
17997461306702605,45270012756,,ninarosiyana9,Semangat ka Paula❤️,0,0,0,10/30/2024 2:36 PM,,,,
18036849887245469,2250192699,,na_nuraini94,😭😭,0,0,0,10/30/2024 2:37 PM,,,,
17999501954513022,1165868311,,lenisupardi,"Semua yg terjadi atas ijin Allah, tinggal memilih bersabar atas ujian atau meratapinya.. semngat ibu hebat mba paula",2,0,0,10/30/2024 2:37 PM,,,,
18010437119647552,1942884383,,apriliyaerika,Dengar laguny jadi makin mewekk😭 stay strong mamapau🫶🏻💕,1,0,0,10/30/2024 2:37 PM,,,,
18464344033056206,318969551,,sauvina,❤️,0,0,0,10/30/2024 2:37 PM,,,,
17954363747736509,2175724419,,eva0120_,❤️,0,0,0,10/30/2024 2:37 PM,,,,
18015023084344434,4066079632,,manda_alif_0602,Yakinlah bahwa Allah akan mengangkat Derajatmu mb Paula,2,0,0,10/30/2024 2:38 PM,,,,
17884964415138491,5716679997,,hanna_14678,Peluk jauh untuk ka Paula selalu di mudahkan langkahnya aamiinn,6,0,0,10/30/2024 2:38 PM,,,,
17955560732834555,4374420461,,nana_agus017,Mama pau❤️,0,0,0,10/30/2024 2:38 PM,,,,
17933710598940168,644374041,,saskiaafz,❤️❤️,0,0,0,10/30/2024 2:38 PM,,,,
17933261135947024,9419665608,,rianty_adeliaa,Sehat2 semuanya ❤️,2,0,0,10/30/2024 2:38 PM,,,,
17985875948741944,19578976953,,marny_eun,❤️❤️,1,0,0,10/30/2024 2:38 PM,,,,
18042088591910947,2910128907,,rahmiamelia_ieya,💪😘😍,1,0,0,10/30/2024 2:38 PM,,,,
17885414598134548,5421566027,,april_husinmaricar,Semua orang suport paula walaupn suaminya koar” macam”,7,0,0,10/30/2024 2:39 PM,,,,
18027861302153272,1370810654,,emy_wu22,Semangat @paula_verhoeven ❤️❤️❤️,0,0,0,10/30/2024 2:39 PM,,,,
17859322284224292,3607589996,,nurrunnimahh_hanhan,❤️,0,0,0,10/30/2024 2:39 PM,,,,
18061215004699261,649079988,,ellyasufetri,😢😢,0,0,0,10/30/2024 2:39 PM,,,,
18138602767324640,13494030390,,fauzia_ossy,"Semangat terus mama paula,sabar,Inshaa Allah kuat ❤️❤️❤️❤️",0,0,0,10/30/2024 2:39 PM,,,,
18059300380799888,1671165420,,jalkot_laviola,😢,0,0,0,10/30/2024 2:39 PM,,,,
18071100073614861,15458533872,,josei0549,Semangat mmh pau😍 mereka sudah upload brrti ya bgtu si Baim,0,0,0,10/30/2024 2:39 PM,,,,
18038572244332138,7940028656,,rinjayaniyani,😢 😢😢😢,0,0,0,10/30/2024 2:39 PM,,,,
